requirement_id,user_id,application_domain,tags,novelty,usefulness,clarity
1704,280,Entertainment,,3,3,4
1704,280,Entertainment,,2,2,2
1704,280,Entertainment,,3,3,3
1705,281,Health,"shower, automatic",4,3,5
1705,281,Health,"shower, automatic",4,2,5
1706,281,Energy,fireplace automatic,3,3,5
1706,281,Energy,fireplace automatic,3,3,4
1706,281,Energy,fireplace automatic,3,4,4
1706,281,Energy,fireplace automatic,3,3,4
1707,280,Health,,5,4,4
1707,280,Health,,2,5,4
1707,280,Health,,3,4,3
1708,281,Energy,"stove, turning on",3,4,5
1708,281,Energy,"stove, turning on",3,4,5
1708,281,Energy,"stove, turning on",3,3,3
1709,281,Energy,"washing machine, schedule",4,3,3
1709,281,Energy,"washing machine, schedule",5,4,4
1710,280,Health,,4,4,3
1710,280,Health,,2,3,2
1712,281,Energy,"tv, lights, laptop, room",3,5,5
1712,281,Energy,"tv, lights, laptop, room",2,3,4
1714,280,Energy,CO2,3,3,2
1714,280,Energy,CO2,4,4,1
1717,281,Health,"toilet, bathroom, lid",3,2,2
1717,281,Health,"toilet, bathroom, lid",5,5,5
1717,281,Health,"toilet, bathroom, lid",5,5,5
1724,280,Safety,,5,5,4
1724,280,Safety,,3,3,4
1724,280,Safety,,3,3,2
1729,280,Energy,solar,3,5,5
1729,280,Energy,solar,1,5,3
1729,280,Energy,solar,3,3,5
1729,280,Energy,solar,4,5,4
1735,280,Health,,5,5,5
1735,280,Health,,3,3,4
1735,280,Health,,1,5,5
1737,280,Entertainment,,3,4,4
1737,280,Entertainment,,4,4,4
1737,280,Entertainment,,4,5,5
1738,284,Energy,light voice-activated,2,4,5
1738,284,Energy,light voice-activated,2,5,5
1739,284,Safety,door locks,5,5,5
1739,284,Safety,door locks,4,3,5
1739,284,Safety,door locks,5,5,5
1741,284,Entertainment,scenes ambience party events,3,3,3
1741,284,Entertainment,scenes ambience party events,5,4,5
1741,284,Entertainment,scenes ambience party events,5,2,5
1742,284,Safety,stairs safety,5,5,5
1743,284,Energy,solar panel electricity,5,5,5
1743,284,Energy,solar panel electricity,3,4,3
1743,284,Energy,solar panel electricity,3,4,4
1745,284,Safety,camera siren thieves,3,4,3
1745,284,Safety,camera siren thieves,1,5,5
1747,284,Energy,appliances cleaning repair,4,5,5
1747,284,Energy,appliances cleaning repair,4,4,4
1748,287,Entertainment,entertainment,5,5,5
1749,290,Energy,light bulbs,2,3,5
1749,290,Energy,light bulbs,3,3,5
1749,290,Energy,light bulbs,2,4,4
1751,287,Safety,"motion detectors, safety",4,4,5
1752,293,Safety,vaccuming.,4,4,5
1752,293,Safety,vaccuming.,5,5,5
1752,293,Safety,vaccuming.,1,4,3
1753,290,Safety,locks ,5,4,4
1753,290,Safety,locks ,3,5,5
1754,287,Safety,safe,5,5,5
1754,287,Safety,safe,5,5,5
1754,287,Safety,safe,3,5,4
1755,293,Energy,open doors.,4,4,5
1755,293,Energy,open doors.,2,5,5
1756,293,Health,cleaning,3,5,5
1756,293,Health,cleaning,2,4,3
1756,293,Health,cleaning,5,5,5
1757,287,Energy,"bill, energy",1,5,5
1759,289,Energy,"memory, comfort",4,3,4
1759,289,Energy,"memory, comfort",4,4,5
1759,289,Energy,"memory, comfort",2,1,4
1760,293,Energy,grass cut,2,5,5
1760,293,Energy,grass cut,5,5,5
1761,287,Health,health,5,4,5
1761,287,Health,health,3,4,4
1762,289,Energy,"energy, efficiency,",4,4,4
1762,289,Energy,"energy, efficiency,",4,5,4
1762,289,Energy,"energy, efficiency,",4,3,3
1763,290,Entertainment,electronics convenience,4,3,3
1763,290,Entertainment,electronics convenience,3,3,3
1763,290,Entertainment,electronics convenience,3,4,5
1764,293,Safety,sun protection,3,3,3
1764,293,Safety,sun protection,3,3,4
1764,293,Safety,sun protection,5,5,5
1765,287,Health,"pill, health",5,5,5
1765,287,Health,"pill, health",5,3,2
1766,293,Energy,sprinklers.,4,3,3
1766,293,Energy,sprinklers.,1,2,2
1766,293,Energy,sprinklers.,2,3,2
1766,293,Energy,sprinklers.,1,2,3
1767,289,Energy,"energy, efficiency,",4,4,4
1767,289,Energy,"energy, efficiency,",4,4,5
1767,289,Energy,"energy, efficiency,",3,3,4
1767,289,Energy,"energy, efficiency,",3,5,5
1768,293,Entertainment,tv,1,1,2
1768,293,Entertainment,tv,2,1,5
1768,293,Entertainment,tv,2,2,4
1768,293,Entertainment,tv,3,3,4
1769,289,Safety,,2,3,5
1770,293,Energy,shower,3,4,3
1770,293,Energy,shower,4,3,3
1770,293,Energy,shower,1,1,2
1770,293,Energy,shower,3,2,5
1770,293,Energy,shower,2,3,5
1770,293,Energy,shower,4,3,4
1771,287,Health,grocery,5,5,5
1771,287,Health,grocery,3,5,4
1771,287,Health,grocery,4,5,4
1772,293,Energy,fans,3,5,5
1772,293,Energy,fans,5,5,5
1772,293,Energy,fans,4,4,3
1773,289,Energy,water,2,3,4
1773,289,Energy,water,3,3,3
1773,289,Energy,water,4,4,5
1774,287,Entertainment,tv,4,3,4
1774,287,Entertainment,tv,5,5,5
1774,287,Entertainment,tv,4,4,3
1775,294,Health,"television, appliances, computers",5,5,5
1775,294,Health,"television, appliances, computers",4,3,4
1775,294,Health,"television, appliances, computers",2,5,4
1775,294,Health,"television, appliances, computers",2,4,5
1775,294,Health,"television, appliances, computers",3,4,4
1775,294,Health,"television, appliances, computers",4,4,5
1776,287,Entertainment,cell phone,4,3,4
1776,287,Entertainment,cell phone,2,4,3
1779,287,Safety,electrical,5,4,5
1779,287,Safety,electrical,2,4,4
1779,287,Safety,electrical,2,5,5
1780,289,Entertainment,work,4,4,4
1781,290,Safety,pets safety,2,5,5
1783,290,Energy,temperature app,4,4,5
1783,290,Energy,temperature app,2,4,5
1783,290,Energy,temperature app,3,5,5
1784,294,Energy,"energy, temperature, air conditioning",4,4,4
1784,294,Energy,"energy, temperature, air conditioning",4,3,5
1784,294,Energy,"energy, temperature, air conditioning",2,4,5
1787,289,Safety,tech,3,5,5
1787,289,Safety,tech,5,5,5
1787,289,Safety,tech,2,3,5
1788,290,Safety,stove safety,3,5,5
1788,290,Safety,stove safety,1,4,5
1789,289,Safety,pets,3,2,3
1789,289,Safety,pets,2,3,2
1789,289,Safety,pets,3,4,2
1791,289,Entertainment,clothes,2,2,3
1791,289,Entertainment,clothes,2,1,4
1792,294,Health,,5,5,4
1792,294,Health,,5,5,5
1792,294,Health,,5,5,5
1792,294,Health,,5,4,5
1796,290,Safety,app safety,3,5,5
1796,290,Safety,app safety,5,5,5
1796,290,Safety,app safety,4,4,5
1797,294,Entertainment,,1,2,4
1797,294,Entertainment,,1,1,5
1799,290,Safety,app safety shock,3,4,4
1799,290,Safety,app safety shock,5,5,5
1799,290,Safety,app safety shock,4,5,5
1800,294,Health,"timer, medication",3,4,4
1800,294,Health,"timer, medication",2,5,5
1800,294,Health,"timer, medication",4,4,5
1801,286,Safety,"children, safety",5,3,1
1801,286,Safety,"children, safety",5,5,5
1801,286,Safety,"children, safety",4,3,3
1803,294,Safety,alerts,3,4,3
1803,294,Safety,alerts,3,5,5
1803,294,Safety,alerts,2,5,5
1804,294,Safety,pets,5,5,5
1804,294,Safety,pets,2,2,2
1804,294,Safety,pets,2,3,4
1804,294,Safety,pets,3,2,5
1805,286,Energy,Alerts,1,1,1
1805,286,Energy,Alerts,2,3,2
1805,286,Energy,Alerts,3,4,4
1806,294,Entertainment,sleep,5,5,5
1806,294,Entertainment,sleep,1,1,5
1806,294,Entertainment,sleep,3,4,4
1807,286,Entertainment,music,5,4,4
1807,286,Entertainment,music,5,4,5
1808,294,Entertainment,coffee,1,4,4
1808,294,Entertainment,coffee,4,4,4
1808,294,Entertainment,coffee,2,5,5
1809,294,Energy,"appliances, computer, studying",4,5,5
1809,294,Energy,"appliances, computer, studying",4,4,4
1810,297,Health,"cooking,safety, air quality",5,5,5
1810,297,Health,"cooking,safety, air quality",5,5,5
1810,297,Health,"cooking,safety, air quality",1,3,5
1810,297,Health,"cooking,safety, air quality",2,3,4
1811,296,Safety,"Safety , distance, alert.",1,1,1
1811,296,Safety,"Safety , distance, alert.",3,4,3
1811,296,Safety,"Safety , distance, alert.",1,1,1
1813,286,Safety,Health,3,2,3
1813,286,Safety,Health,5,5,5
1813,286,Safety,Health,4,5,5
1814,299,Safety,alert,4,4,5
1814,299,Safety,alert,4,5,4
1815,297,Entertainment,"parenting, media use",4,5,5
1815,297,Entertainment,"parenting, media use",5,5,5
1815,297,Entertainment,"parenting, media use",3,3,5
1817,299,Safety,pets,3,4,4
1817,299,Safety,pets,5,4,4
1817,299,Safety,pets,4,5,5
1818,297,Entertainment,"warm sheets, comfort",3,1,3
1818,297,Entertainment,"warm sheets, comfort",5,2,5
1818,297,Entertainment,"warm sheets, comfort",5,5,5
1819,299,Energy,electronics,5,5,5
1820,297,Entertainment,"save energy, warm floors",2,4,5
1820,297,Entertainment,"save energy, warm floors",3,5,5
1820,297,Entertainment,"save energy, warm floors",3,2,4
1821,299,Safety,"fire, kitchen",5,5,4
1821,299,Safety,"fire, kitchen",4,5,5
1821,299,Safety,"fire, kitchen",5,4,4
1823,286,Health,Health,3,4,5
1823,286,Health,Health,4,5,3
1823,286,Health,Health,4,4,5
1823,286,Health,Health,4,4,4
1824,296,Entertainment,"Automatic , sound, controls .",5,5,5
1824,296,Entertainment,"Automatic , sound, controls .",4,3,3
1824,296,Entertainment,"Automatic , sound, controls .",1,3,3
1825,297,Entertainment,coffee,3,5,5
1825,297,Entertainment,coffee,2,5,5
1826,299,Entertainment,"tv, dvr",5,5,5
1826,299,Entertainment,"tv, dvr",2,3,3
1826,299,Entertainment,"tv, dvr",4,4,3
1827,299,Safety,"medication, bathroom",3,5,4
1827,299,Safety,"medication, bathroom",4,4,4
1827,299,Safety,"medication, bathroom",4,4,4
1828,297,Safety,"safety, lock entrances",4,4,4
1828,297,Safety,"safety, lock entrances",4,5,4
1828,297,Safety,"safety, lock entrances",3,4,5
1828,297,Safety,"safety, lock entrances",5,5,5
1830,299,Safety,"kitchen, cooking",4,5,5
1830,299,Safety,"kitchen, cooking",4,3,5
1830,299,Safety,"kitchen, cooking",3,4,5
1831,297,Entertainment,mail,4,4,4
1831,297,Entertainment,mail,5,3,5
1831,297,Entertainment,mail,1,4,3
1832,299,Safety,visitors,5,5,5
1832,299,Safety,visitors,4,4,4
1832,299,Safety,visitors,5,4,3
1833,301,Energy,"lights, power, lighting",5,5,5
1833,301,Energy,"lights, power, lighting",3,5,4
1833,301,Energy,"lights, power, lighting",5,5,5
1834,299,Safety,after school,3,3,3
1834,299,Safety,after school,3,4,3
1835,297,Entertainment,"fireplace, mobile control",5,5,5
1835,297,Entertainment,"fireplace, mobile control",5,5,5
1835,297,Entertainment,"fireplace, mobile control",3,3,3
1836,296,Health,"Temperature, summer, winter, automatic .",3,2,2
1836,296,Health,"Temperature, summer, winter, automatic .",2,3,2
1836,296,Health,"Temperature, summer, winter, automatic .",2,3,2
1837,301,Health,"weight, health, biometrics, ",3,5,5
1837,301,Health,"weight, health, biometrics, ",4,3,4
1837,301,Health,"weight, health, biometrics, ",3,4,4
1838,301,Entertainment,"music, speaker, surround sound",5,2,5
1838,301,Entertainment,"music, speaker, surround sound",3,3,3
1838,301,Entertainment,"music, speaker, surround sound",5,5,5
1839,297,Safety,"safety, front door ",4,5,5
1839,297,Safety,"safety, front door ",2,4,3
1839,297,Safety,"safety, front door ",1,5,5
1840,286,Energy,Music,1,1,2
1840,286,Energy,Music,5,1,5
1840,286,Energy,Music,3,4,2
1841,301,Safety,"door, lock, automatic, ",4,3,4
1841,301,Safety,"door, lock, automatic, ",5,5,5
1841,301,Safety,"door, lock, automatic, ",4,5,5
1841,301,Safety,"door, lock, automatic, ",5,5,5
1842,297,Entertainment,"parenting, tv",3,5,5
1842,297,Entertainment,"parenting, tv",2,4,5
1842,297,Entertainment,"parenting, tv",2,4,4
1843,301,Entertainment,"sports, television",5,5,5
1843,301,Entertainment,"sports, television",4,3,5
1843,301,Entertainment,"sports, television",2,2,4
1844,296,Energy,"Auto, power saver, green planet.",1,2,1
1844,296,Energy,"Auto, power saver, green planet.",2,2,1
1845,286,Energy,Kitchen,4,4,4
1845,286,Energy,Kitchen,2,2,3
1845,286,Energy,Kitchen,5,1,4
1846,301,Energy,thermostat,5,3,4
1846,301,Energy,thermostat,3,5,4
1846,301,Energy,thermostat,3,5,5
1849,301,Safety,"windows, lock",2,2,3
1849,301,Safety,"windows, lock",1,1,1
1849,301,Safety,"windows, lock",3,3,4
1850,301,Energy,"app, conserve energy",3,5,5
1852,286,Energy,Television,2,3,4
1852,286,Energy,Television,4,3,5
1852,286,Energy,Television,1,1,1
1853,302,Health,Appliances Windows,4,3,5
1853,302,Health,Appliances Windows,5,5,5
1853,302,Health,Appliances Windows,4,3,4
1854,296,Safety,"Indication, protect, shed, car",1,1,1
1854,296,Safety,"Indication, protect, shed, car",4,5,5
1854,296,Safety,"Indication, protect, shed, car",3,3,1
1855,302,Safety,Alarm Safety,4,5,4
1855,302,Safety,Alarm Safety,3,3,5
1856,286,Energy,Internet,4,4,3
1856,286,Energy,Internet,5,2,4
1856,286,Energy,Internet,3,4,4
1858,302,Safety,safety windows,5,5,5
1858,302,Safety,safety windows,2,5,5
1858,302,Safety,safety windows,3,3,4
1859,286,Energy,Electrical,2,4,3
1859,286,Energy,Electrical,2,5,5
1860,296,Health,"Gym, computed , workouts.",3,3,2
1860,296,Health,"Gym, computed , workouts.",3,2,1
1860,296,Health,"Gym, computed , workouts.",3,4,3
1861,302,Energy,Energy Panel,5,5,5
1861,302,Energy,Energy Panel,4,4,4
1862,302,Health,windows lighting,5,5,5
1862,302,Health,windows lighting,4,5,3
1862,302,Health,windows lighting,3,5,5
1863,302,Health,windows lighting,3,2,4
1863,302,Health,windows lighting,3,3,3
1863,302,Health,windows lighting,3,3,5
1864,296,Entertainment,"Mudic, follow, walk, ",5,3,5
1864,296,Entertainment,"Mudic, follow, walk, ",2,3,5
1864,296,Entertainment,"Mudic, follow, walk, ",4,3,4
1865,302,Safety,alarm safety emergency,4,4,4
1865,302,Safety,alarm safety emergency,5,4,4
1865,302,Safety,alarm safety emergency,4,3,3
1866,302,Safety,locks doors safety,5,5,4
1866,302,Safety,locks doors safety,2,3,5
1866,302,Safety,locks doors safety,3,4,4
1866,302,Safety,locks doors safety,1,3,3
1867,302,Safety,computer hacking safety,3,3,5
1868,296,Health,"Eat, time, cook",5,5,5
1868,296,Health,"Eat, time, cook",2,3,5
1869,302,Energy,smart home energy ,2,3,5
1869,302,Energy,smart home energy ,4,4,4
1869,302,Energy,smart home energy ,3,5,4
1870,304,Energy,"energy, electricity, temperature",1,5,5
1870,304,Energy,"energy, electricity, temperature",1,5,5
1871,304,Safety,"kitchen, safety, monitor",4,3,4
1871,304,Safety,"kitchen, safety, monitor",4,4,4
1871,304,Safety,"kitchen, safety, monitor",3,3,3
1872,304,Entertainment,"television, automatic",4,2,3
1872,304,Entertainment,"television, automatic",5,3,4
1872,304,Entertainment,"television, automatic",2,2,2
1874,306,Health,,1,1,5
1874,306,Health,,3,3,3
1874,306,Health,,5,1,5
1875,304,Safety,"monitor, children, safety",4,3,3
1875,304,Safety,"monitor, children, safety",2,3,2
1875,304,Safety,"monitor, children, safety",1,5,4
1876,306,Health,,1,2,1
1876,306,Health,,3,3,1
1876,306,Health,,2,3,1
1877,306,Safety,,3,2,2
1877,306,Safety,,1,2,3
1877,306,Safety,,2,3,3
1878,306,Safety,,2,4,4
1878,306,Safety,,1,5,2
1878,306,Safety,,3,5,5
1878,306,Safety,,3,5,5
1879,304,Energy,"appliances, energy",2,5,5
1879,304,Energy,"appliances, energy",3,4,3
1879,304,Energy,"appliances, energy",4,4,4
1879,304,Energy,"appliances, energy",3,4,4
1880,306,Safety,,5,5,5
1880,306,Safety,,3,3,3
1880,306,Safety,,5,4,5
1880,306,Safety,,3,4,3
1881,306,Safety,home security,1,4,5
1881,306,Safety,home security,1,5,3
1881,306,Safety,home security,3,5,5
1882,306,Energy,go green,2,5,4
1882,306,Energy,go green,3,2,2
1882,306,Energy,go green,2,4,1
1882,306,Energy,go green,1,5,5
1882,306,Energy,go green,1,1,1
1884,304,Safety,"baby, monitor, safe",4,4,4
1884,304,Safety,"baby, monitor, safe",1,5,5
1884,304,Safety,"baby, monitor, safe",5,5,5
1884,304,Safety,"baby, monitor, safe",2,5,5
1885,306,Health,go lazy,3,4,2
1885,306,Health,go lazy,4,5,5
1885,306,Health,go lazy,1,2,2
1886,306,Health,go robots,4,5,5
1886,306,Health,go robots,4,4,4
1886,306,Health,go robots,1,2,2
1888,304,Energy,"energy, electricity, save",3,2,2
1888,304,Energy,"energy, electricity, save",3,3,3
1888,304,Energy,"energy, electricity, save",4,4,3
1888,304,Energy,"energy, electricity, save",1,5,5
1888,304,Energy,"energy, electricity, save",3,1,4
1890,304,Safety,"pool, children, monitoring",4,3,4
1890,304,Safety,"pool, children, monitoring",3,5,5
1890,304,Safety,"pool, children, monitoring",5,3,3
1891,309,Energy,"lighting, save energy",5,5,5
1891,309,Energy,"lighting, save energy",3,4,3
1891,309,Energy,"lighting, save energy",3,3,4
1892,309,Energy,"smart appliance, water",3,4,4
1892,309,Energy,"smart appliance, water",3,3,5
1893,309,Entertainment,"xbox, energy, bed time",5,5,3
1893,309,Entertainment,"xbox, energy, bed time",3,3,4
1894,309,Safety,pets,5,5,5
1894,309,Safety,pets,1,5,5
1894,309,Safety,pets,4,4,4
1895,309,Health,"bathroom, self-cleaning",3,2,3
1895,309,Health,"bathroom, self-cleaning",4,4,5
1895,309,Health,"bathroom, self-cleaning",1,5,5
1897,309,Health,"smart applliance, health",5,5,5
1897,309,Health,"smart applliance, health",5,5,5
1897,309,Health,"smart applliance, health",5,5,5
1898,308,Safety,"Doors, locks, home safety",3,4,3
1898,308,Safety,"Doors, locks, home safety",4,4,4
1899,308,Energy,"Energy use, green living",3,4,5
1899,308,Energy,"Energy use, green living",1,5,4
1900,309,Health,"cleaning, health",4,4,5
1900,309,Health,"cleaning, health",4,5,2
1900,309,Health,"cleaning, health",2,3,3
1900,309,Health,"cleaning, health",2,5,4
1900,309,Health,"cleaning, health",5,2,4
1901,309,Entertainment,"smart applliance, energy",5,5,5
1901,309,Entertainment,"smart applliance, energy",1,5,5
1901,309,Entertainment,"smart applliance, energy",2,3,4
1902,309,Energy,"smart applliance, energy",3,2,4
1902,309,Energy,"smart applliance, energy",1,1,3
1902,309,Energy,"smart applliance, energy",3,1,5
1903,309,Health,"smart applliance, health",4,3,4
1903,309,Health,"smart applliance, health",5,4,4
1903,309,Health,"smart applliance, health",5,5,5
1904,308,Energy,"Kitchen safety, green living, energy conservation, smart appliances ",3,5,5
1904,308,Energy,"Kitchen safety, green living, energy conservation, smart appliances ",4,3,4
1904,308,Energy,"Kitchen safety, green living, energy conservation, smart appliances ",2,4,4
1904,308,Energy,"Kitchen safety, green living, energy conservation, smart appliances ",5,5,5
1905,308,Health,"Medication, women's health",3,4,5
1905,308,Health,"Medication, women's health",3,4,4
1907,308,Entertainment,"Books, reading, lighting",5,3,4
1907,308,Entertainment,"Books, reading, lighting",3,5,5
1907,308,Entertainment,"Books, reading, lighting",3,4,4
1908,308,Health,"Exercise, step count",2,2,2
1908,308,Health,"Exercise, step count",4,4,5
1908,308,Health,"Exercise, step count",3,1,4
1909,308,Entertainment,"Information, learning, automated speaking",5,2,5
1909,308,Entertainment,"Information, learning, automated speaking",4,4,5
1910,308,Health,"Allergies, air care",4,4,3
1910,308,Health,"Allergies, air care",5,5,5
1910,308,Health,"Allergies, air care",2,2,5
1911,311,Health,Body temperature,4,4,3
1911,311,Health,Body temperature,5,5,5
1911,311,Health,Body temperature,5,5,5
1913,311,Safety,,1,3,3
1913,311,Safety,,4,4,4
1914,312,Entertainment,Computer,4,4,4
1914,312,Entertainment,Computer,5,5,5
1914,312,Entertainment,Computer,3,2,5
1916,312,Safety,"pet,, tracking",4,4,4
1916,312,Safety,"pet,, tracking",5,5,4
1918,312,Entertainment,"music, shower",5,5,5
1918,312,Entertainment,"music, shower",2,1,2
1918,312,Entertainment,"music, shower",5,2,5
1918,312,Entertainment,"music, shower",4,4,3
1919,311,Safety,Lock home.,4,4,4
1919,311,Safety,Lock home.,3,4,5
1919,311,Safety,Lock home.,5,5,4
1919,311,Safety,Lock home.,4,5,5
1920,312,Safety,"security, automated",3,3,3
1920,312,Safety,"security, automated",5,5,5
1920,312,Safety,"security, automated",4,5,4
1921,311,Energy,save appliances usage,4,5,5
1921,311,Energy,save appliances usage,4,5,4
1921,311,Energy,save appliances usage,4,5,5
1922,312,Energy,appliances,1,3,5
1922,312,Energy,appliances,3,4,5
1922,312,Energy,appliances,3,5,5
1923,312,Safety,"security, alert",1,5,5
1923,312,Safety,"security, alert",1,3,3
1923,312,Safety,"security, alert",3,3,2
1923,312,Safety,"security, alert",2,5,4
1923,312,Safety,"security, alert",5,5,5
1924,311,Health,showering water temperature,3,3,3
1924,311,Health,showering water temperature,1,1,3
1924,311,Health,showering water temperature,2,2,4
1924,311,Health,showering water temperature,2,5,4
1925,312,Health,"child, safety, alert",4,5,5
1925,312,Health,"child, safety, alert",3,5,3
1925,312,Health,"child, safety, alert",1,5,5
1926,311,Health,Sunlight blinds open,5,5,5
1926,311,Health,Sunlight blinds open,3,5,4
1926,311,Health,Sunlight blinds open,1,3,5
1926,311,Health,Sunlight blinds open,2,3,4
1927,312,Energy,,3,4,4
1927,312,Energy,,2,4,5
1927,312,Energy,,5,5,5
1928,311,Health,outside temperature,4,3,4
1928,311,Health,outside temperature,1,2,5
1928,311,Health,outside temperature,2,4,3
1931,312,Safety,alert,3,3,2
1931,312,Safety,alert,1,1,1
1931,312,Safety,alert,3,2,3
1931,312,Safety,alert,5,3,5
1932,311,Safety,"cooker, appliances off",1,4,5
1932,311,Safety,"cooker, appliances off",4,4,4
1933,311,Health,shaving mirror,5,4,5
1933,311,Health,shaving mirror,5,5,5
1933,311,Health,shaving mirror,4,4,5
1935,313,Health,"pets, yard",5,4,5
1935,313,Health,"pets, yard",5,4,3
1936,313,Safety,"cameras, video",2,3,5
1936,313,Safety,"cameras, video",2,4,5
1936,313,Safety,"cameras, video",5,5,5
1937,313,Safety,"kids, child, video",3,3,5
1937,313,Safety,"kids, child, video",4,4,4
1937,313,Safety,"kids, child, video",5,5,4
1938,313,Energy,"energy, money",3,4,5
1938,313,Energy,"energy, money",3,5,5
1938,313,Energy,"energy, money",5,5,5
1939,313,Safety,,2,3,5
1939,313,Safety,,3,2,4
1939,313,Safety,,5,5,5
1940,313,Energy,"energy, bills",4,2,4
1940,313,Energy,"energy, bills",5,4,1
1940,313,Energy,"energy, bills",2,5,5
1941,313,Entertainment,"tv, rooms",3,3,3
1941,313,Entertainment,"tv, rooms",2,2,3
1942,313,Energy,"heat, cooling, sunlight",3,3,4
1942,313,Energy,"heat, cooling, sunlight",4,2,5
1942,313,Energy,"heat, cooling, sunlight",5,5,5
1943,313,Safety,"mail, security",5,5,5
1943,313,Safety,"mail, security",4,4,4
1948,316,Health,,5,5,5
1948,316,Health,,2,4,5
1948,316,Health,,3,3,3
1950,316,Health,,5,5,5
1950,316,Health,,3,3,2
1950,316,Health,,3,3,3
1950,316,Health,,5,5,5
1950,316,Health,,5,2,5
1951,316,Safety,,5,5,5
1951,316,Safety,,4,3,5
1951,316,Safety,,5,5,5
1951,316,Safety,,3,3,3
1952,316,Safety,,5,5,5
1952,316,Safety,,5,4,5
1952,316,Safety,,5,4,4
1953,316,Entertainment,,5,3,5
1953,316,Entertainment,,5,4,5
1953,316,Entertainment,,4,4,3
1954,316,Safety,,2,5,5
1954,316,Safety,,5,5,5
1954,316,Safety,,5,4,4
1956,316,Entertainment,,3,4,4
1956,316,Entertainment,,3,4,5
1956,316,Entertainment,,4,2,2
1958,316,Energy,,3,3,3
1958,316,Energy,,1,3,4
1968,325,Entertainment,"speakers, music",2,3,5
1968,325,Entertainment,"speakers, music",4,2,3
1968,325,Entertainment,"speakers, music",5,1,5
1969,320,Safety,"security, phone notification",4,5,5
1969,320,Safety,"security, phone notification",3,4,3
1969,320,Safety,"security, phone notification",3,3,3
1970,325,Safety,baby monitor,3,5,4
1970,325,Safety,baby monitor,2,5,5
1970,325,Safety,baby monitor,2,5,5
1972,320,Entertainment,"decor, paint, decorating, music",4,4,4
1972,320,Entertainment,"decor, paint, decorating, music",5,3,4
1972,320,Entertainment,"decor, paint, decorating, music",4,3,5
1973,320,Health,"smell, fresh, clean",5,1,5
1973,320,Health,"smell, fresh, clean",5,5,5
1973,320,Health,"smell, fresh, clean",4,4,4
1974,325,Health,"shower, water heater",4,3,4
1974,325,Health,"shower, water heater",5,4,4
1974,325,Health,"shower, water heater",4,3,4
1975,320,Energy,"money, energy,power",1,5,5
1975,320,Energy,"money, energy,power",4,4,3
1975,320,Energy,"money, energy,power",1,1,3
1975,320,Energy,"money, energy,power",3,4,4
1976,325,Health,"food, refrigerator",2,2,2
1976,325,Health,"food, refrigerator",3,4,4
1976,325,Health,"food, refrigerator",4,4,4
1977,327,Energy,"energy, environment",5,5,5
1977,327,Energy,"energy, environment",4,4,4
1977,327,Energy,"energy, environment",3,5,4
1978,322,Health,energy,3,4,4
1978,322,Health,energy,5,5,5
1978,322,Health,energy,5,5,5
1979,320,Entertainment,"temperature, gaming, women, comfort",2,3,4
1979,320,Entertainment,"temperature, gaming, women, comfort",3,3,4
1979,320,Entertainment,"temperature, gaming, women, comfort",2,3,3
1980,322,Entertainment,sports,4,4,5
1980,322,Entertainment,sports,3,4,4
1982,327,Energy,solar,5,5,5
1982,327,Energy,solar,5,5,5
1982,327,Energy,solar,1,3,4
1983,320,Safety,"safety, home safety",4,3,4
1983,320,Safety,"safety, home safety",2,3,5
1984,325,Safety,windows,5,2,1
1984,325,Safety,windows,3,3,4
1985,320,Safety,"surveillance, entertainment",4,4,4
1985,320,Safety,"surveillance, entertainment",4,4,5
1985,320,Safety,"surveillance, entertainment",5,5,4
1986,327,Health,clean air,4,4,4
1986,327,Health,clean air,4,4,3
1986,327,Health,clean air,3,5,5
1987,322,Entertainment,"wine, consumables",4,2,3
1987,322,Entertainment,"wine, consumables",2,2,2
1987,322,Entertainment,"wine, consumables",3,3,4
1989,325,Energy,"thermostat, sleep",5,4,5
1989,325,Energy,"thermostat, sleep",5,4,4
1989,325,Energy,"thermostat, sleep",5,5,5
1992,327,Safety,home security,4,5,5
1993,326,Health,floor sweeper,4,4,4
1993,326,Health,floor sweeper,2,5,5
1993,326,Health,floor sweeper,1,4,5
1994,325,Energy,lightbulbs,3,3,4
1994,325,Energy,lightbulbs,1,4,4
1994,325,Energy,lightbulbs,5,5,5
1998,327,Safety,pet protection,2,5,5
1998,327,Safety,pet protection,3,5,5
1998,327,Safety,pet protection,4,5,4
1998,327,Safety,pet protection,5,5,5
2000,326,Safety,pet health,4,3,4
2000,326,Safety,pet health,5,5,5
2000,326,Safety,pet health,4,4,3
2002,327,Health,fans,2,4,5
2002,327,Health,fans,2,3,1
2003,335,Entertainment,,1,1,1
2003,335,Entertainment,,4,4,4
2003,335,Entertainment,,1,1,1
2005,331,Energy,shower alarm ,4,3,3
2005,331,Energy,shower alarm ,5,1,5
2005,331,Energy,shower alarm ,4,3,4
2006,331,Entertainment,music,4,4,4
2006,331,Entertainment,music,5,5,4
2006,331,Entertainment,music,2,3,3
2006,331,Entertainment,music,4,4,5
2007,335,Entertainment,,1,1,1
2007,335,Entertainment,,1,1,1
2007,335,Entertainment,,1,1,1
2008,334,Safety,"water heater, water alert",5,5,5
2008,334,Safety,"water heater, water alert",5,3,4
2008,334,Safety,"water heater, water alert",2,5,5
2009,335,Health,,5,5,5
2009,335,Health,,2,2,1
2009,335,Health,,4,4,5
