id,sentence,domain
1092,"I come home from work and do not want to wake anyone else in the house., I come home from work late at night., The smart house recognizes that others are sleeping and keeps the lights on dim.",energy
1093,"I am sleeping in bed and roll over or move in my sleep., I am sleeping in bed., The smart house should recognize the movement is me sleeping instead of me entering the room and should not turn on.",safety
1094,"The movement is minimal and located near the floor, therefore it is unlikely to be a human.  The lights should not turn on for animals, only people.  It doesn't matter what time of day it is., A room has only minimal movement or noise near the floor after 10 minutes., The lights should begin to fade.  If large movements or noise are detected during the fading, they should be brought back up to original brightness.",safety
1095,"The lights in the kitchen are off, it is night time., I walk into my kitchen., The lights should turn on to minimal brightness when the home sense my entrance.",energy
1096,"Watching movies has a specific set of settings for the lights., I turn on my xBox and load Netflix to watch a movie.  The Netflix app makes a noise when logging in., The home should hear the netflix app noise made when logging in, and then enact my preset settings for watching movies.",entertainment
1097,"The system does not sense any movement after I leave the room., I leave a room in my house., The system fades the lights in that room to save energy.",energy
1098,"The sensors in the house detect the lack of light and a source of motion., When a person enters a room that is dark., The lighting will come up so that the occupant is comfortable.",energy
1099,"The system will turn on outside light where the movement was detected., The outside sensors detect that it is dark outside and also detect movement., Anyone outside will notice that they are being monitored and leave if not authorized to be there.",safety
1100,"The leaves movement is not enough to trigger the lights; it is night time., It is windy out and leaves are blowing outside my home., Smart lights should not come on.",safety
1101,"The TV is turned on; it is night time., My family goes into the room to watch TV., Lights adjust to create an optimal TV viewing experience.",entertainment
1102,"I am still and silent for a long amount of time and do not want the lights to shut off., I am reading a book in my room., There should be a button or voice command to not turn the lights off while I am trying to read.",energy
1103,"We are watching a scary movie in the dark and do not want the lights on. It would be distracting to the movie., I am watching a movie with my boyfriend when my little sister walks through to get a drink from the refrigerator., While watching the movie, a voice command will allow you to disable the automatic lighting system by simply saying disable.""",entertainment
1104,"It is late at night or dark. It may be myself or my family, a friend, or an intruder meaning to do harm. There are many possibilities of who might approach., Someone is approaching the house., Whether it is an intruder or not, friend or foe, lights will be turned on for either safety or the intruder's dissuasion. There is an app on my smartphone that vibrates when motion is detected and allows me to turn on a video camera and an option to notify police if the one who approaches is not welcome.",safety
1105,"We are both in the mood and would like the lights dimmed to a more romantic-type setting., I decide to have sex with my husband., One of us simply says love-mode"" or a different keyword we decide on",entertainment
1106,"There is not enough motion or noise to keep the lights on., I am sitting in a room painting quietly., The lights start to dim but I say ON"" and they turn back on.""",energy
1107,"It is nighttime and I just got home. The living room area is all dark, and I walk into the house. My hands are full., I just got home from work., The lights will turn on so I can see where I'm going and won't trip, also will be immediately aware if there is someone hiding waiting to ambush.",safety
1108,"A group of children approaches my house for some candy., It is Halloween and kids are trick-or-treating. , Lights turn on and I am able to tell when they are walking up before they even get to the door so I can get some candy ready for them.",safety
1109,"I start getting out pots and pans and my cutting board to chop up the meat and/or veggies and say Cook."", I am making a large dinner in the kitchen., When I say cook"" or whatever other keyword is programmed",entertainment
1110,"If there is no activity in rooms, all light will go idle mode to save energy., If there is no moment for 5 mins, Light will go idle mode., Use sensor to note the activity of the rooms.",energy
1111,"The room in day time need low brightness and high brightness in night time. so the light automatically change the brightness required at the time., The room light brightness changing day and night time., The sensor observe the room brightness and change the brightness level.",health
1112,"There is no movement or noise, It is only a short period of time since last noise as made, Do not fade off the lights",health
1113,"The room is dark and no lights are on, Someone walks into his room, Turn on the lights",energy
1114,"There is natural light outside, There is someone walking outside home, Do no turn on the lights",safety
1115,"It is night time and the room is dark, A lot of people enter the room, Turn on the lights",energy
1116,"The room is quiet turn off lights, If there is no movement in the room for 10 minutes light should be turned off, The room has been quiet and without movement for 10 minutes lights turn off",energy
1117,"No one is in or near the room, and no TV is on., I leave a room dark and quiet for 5 minutes., The lights should turn off in the room.",energy
1118,"In the room there is an absence of anything that moves or makes noise., No movement or noise occurs for preconfigured time., The lights fade off after preconfigured time.",health
1119,"I am in the room moving and talking normally., I walk into the dark room in the house., The lights in the room should turn on.",energy
1120,"My movie is playing, but no other movement is happening in the room., I turn on a movie in the room., The lighting should dim to accommodate my movie watching experience.",entertainment
1121,"An average sized adult enters the dark room., A person walks into a dark room., The room lights turn on.",energy
1122,"The pre-configured time has passed., The room has been quiet for several hours but there is a large aquarium running. The aquarium produces some noise and there is a lot of movement from the fish., The lights should fade.",health
1123,"It is nighttime and the lights are off., I walk the perimeter of the house., The lights should turn on and shine where I am walking to alert homeowners/neighbors and deter intruders.",safety
1124,"The family cat walks up to the front door to sit down.  It is night., A cat walks past the house., An exterior light turns on.",entertainment
1125,"It's the middle of the night and the home is programmed to turn on the lights if a person enters the room in question., The pet cat enters a room., The lights should not turn on.",energy
1126,"It is dark and a person walked by the home, the lights should come on, If it is dark out and someone walks by the home lights should come on, the lights came on when it was nighttime and a person walked by the home.",energy
1127,"It is daytime. Dog remains an occupant in the room and is chewing a bone., I leave the room in order to spend 30 minutes baking a cake elsewhere., The lights should not automatically fade.",energy
1128,"When the homeowner programs the lights they will come on at specified times and when cars pass by., The lights should come on at various intervals that are specified by the homeowner to make it appear as if someone is home even if they are not., The lights will come on when cars pass byon the road.",safety
1129,"After I leave, the lighting system announces lighting systems will shutdown in t-minus 60 seconds"", I walk into a room to grab my car keys to leave for work., After 60 seconds, the lights should automatically fade off.",energy
1130,"An adult is sitting down in the room.  There is very little motion and sound.  , Someone is reading a book on the sofa., The lights stay on and set to preconfigured reading setting.",safety
1131,"It is evening. I am still in the room but asleep----no sudden movement or noises present., I am sitting on the sofa reading a book then accidentally fall asleep., Lights in the room should automatically fade.",energy
1132,"The lights have been programmed to fade and then turn off when the residents begin watching a movie., The residents start watching a movie on Netflix., The lights should fade and then turn off. They should turn back on after the movie ends.",entertainment
1133,"A radio is left on with normal volume.  No people or pets are in the room., A radio is left on in the room., The lights stay on.",health
1134,"An orange cat of average size comes into the dark room and sits on a newspaper., A cat enters the room., The lights stay off.",energy
1135,"It is daytime. My toddler is short, tiny, and behaving normally., My toddler totters into a dark room., Lights should automatically turn on, despite the small size of my toddler.",energy
1136,"The smart home senses my movement., I come home after work and enter a dark room. ,  The lights automatically turn on.",energy
1137,"It is night and windy.  The automatic sprinklers run in the evening and the water is currently blowing into the house., The automatic sprinklers turn on, hitting the house., A predetermined light comes on.",energy
1138,"It is evening. The ball is thrown then rolls on the room's carpet. It does not hit any furniture, etc., A ball is thrown into the dark room., The lights should not turn on since the ball is not a person.",energy
1139,"The movement is not made by a potential intruder., An animal smaller than a human makes movement outside. It is dark, The lights stay off.",safety
1140,"It is evening. My body is fully inside the dark room except for my feet., I am walking through the hallway then trip on a toy. I fall to the side and land in a dark room., Lights should automatically turn on.",energy
1141,"Sensors outside the house activate and capture the movement., An intruder approaches the house on a friday night when its dark outside., The lights automatically turn on.",safety
1142,"There is minimal movement and noise in the room.  An adult is asleep on the sofa., A person is napping on the sofa., The light dims to the preconfigured setting.",health
1144,"It is nighttime and dark outside. The stray cat is small but scampers quickly, offering obvious movement for  the smart home to sense., A stray cat runs along the perimeter of my house., The smart home should automatically turn on the lights to scare off the stray cat.",safety
1145,"Even though it is daytime it is storming heavily and very dark outside. , A door-to-door salesman walks up to my porch hoping to take shelter from the rain., The smart home should automatically turn on some lights and scare off any potential intruders.",safety
1147,"The sensors recognize the constant movement and switches to its PARTY"" setting."", Its movie night, and a group of friends are sitting down on the couch watching Mad Max. There is alot of motion while people reach for pizza, popcorn, and drinks., The lights automatically maintain its current ambiance to give the viewers an enjoyable movie experience.",safety
1148,"It is loud with talking and music, There is a party going on in the room, Lights go up in response to sound",entertainment
1149,"It is nighttime. The trash bin topples over onto the cement and spills trash on my driveway., A raccoon knocks over the trash bin located at the top of my driveway., The smart home should detect the movement of the trash bin and turn on some lights.",safety
1150,"Cat is walking in my yard, and it is dark., Neighbor's cat hops over the fence to poop in my yard., Lights in the yard should come on, spooking the cat. Cat goes back over the fence and poops in owner's yard.",health
1151,"It is late afternoon. I am typing away at my computer while drinking my coffee. The computer screen is large and very, very bright. I am the only one in the room., I am working on my computer in my home office., The lights in the room should dim to accommodate the bright computer screen.",entertainment
1152,"A light over or on the desk has been programmed to detect the user seated at the desk and illuminate., Person sits down at desk to do paperwork and office type tasks., The desk light turns on when the user is present and then turns off after a designated period of non-activity.",energy
1153,"If someone is close to the house the lights should go on, A robber is coming up to a window, The robber attempts to hit window as he does the lights go on and he is scared off",safety
1154,"lights should be dimmer when the tv is on, Someone is sitting on the couch watching tv, Tv is on lights turn themselves down.",entertainment
1155,"It is evening. I am sitting in a chair in front of my TV, holding a Playstation 4 controller. I swivel/move in my chair during exciting scenes. I may even throw my controller onto the floor when frustrated. The LED-screen TV in the room has a 52 screen and is set to the highest brightness."", I am playing a Playstation 4 video game on my LED-screen TV., The lights in the room should dim to adjust to my video game experience.",entertainment
1156,"I leave the house set the app, I adjust my app for no movement lights go off setting for 20 minutes, House is quiet and no movement for 20 minutes lights go off",energy
1157,"It is evening. The Kindle/eReader is set so the font is white and the white"" of the page is actually black (opposite of default presentation),  so any light produced from it is minimal. "", I am reading a book on my Kindle/eReader.",energy
1158,"It is dark and very windy. The wind is strong and moves quickly. There is no other movement within my house's perimeter., My area is in a wind advisory and experiencing bursts of high speed gusts., The smart home should not turn on the lights since the only nearby movement is gusts of wind.",energy
1159,"When person enters room lights automatically turn on at a standard brightness. Person may voice command to increase or decrease lighting level to suit their immediate need if it is different than the standard., Person entering room needs lights to be on at either a bright, standard, or low level., Person enters room and lights come on at standard brightness. Person says high"" and lighting increases in brightness. Person says ""low"" and the lighting dims. In either mode",health
1160,"The delivery person creates movement outside., A pizza delivery person arrives at the house after dark., The house detects the movement and automatically turns on lights.",health
1161,"Smooching sounds are pre-configured to be recognized by the smart home, triggering the response., My girlfriend and I are making out on the couch, making smooching sounds., The lights should dim and turn red. Lava lamp should turn on. Crystal ball chandelier should drop from the ceiling and start to turn, reflecting lights everywhere.",energy
1162,"There is no movement in the  room for three minutes., I walk  out  of the  room., The lights fade off.",health
1163,"Although I have not entered a new room, I am now performing activity instead of sleeping., I wake up and get out of bed to start exercising on my yoga mat., The lights in the room brighten to help me perform my activity.",entertainment
1164,"The Laundry room is now empty and quiet. , After finishing up my Laundry in the Laundry room, i step out in to the Living Room and sit on the couch., The Laundry room lights are now automatically fading into darkness after 5 minutes of leaving the room.",energy
1165,"I am sleeping in bed, but it is getting close to the time when I have to get up., It is almost time for me to wake up and get ready for work., The lights should slowly turn on and become brighter to help me wake up.",health
1166,"I'm going to be playing video games on my television., I turn on my gaming system., The lights dim so the TV is more visible.",entertainment
1167,"I am no longer in the living room, and am in bed asleep., I went to bed at midnight., The lights should turn off after half an hour.",health
1168,"Baby crawls into room to look around., Baby crawls close to a room. , Smart house immediately turns on lights so that baby can crawl around safely while seeing. ",safety
1169,"I enter the kitchen., I wake up and go to the kitchen to start making coffee., The kitchen lights should turn on.",entertainment
1170,"There is noise in the room., There is no movement in the room for several minutes.  , The lights should stay on.",energy
1171,"Movement is minimal, Person in room sits reading a book or electronic device for an extended time., Lights should not dim while occupied.",health
1172,"The light detects no movement or noise, Everyone is gone from the house, lights turn off",energy
1173,"The bathroom is empty and the smart lights are installed inside., I am starting to walk inside of my dark bathroom., I don't even have to touch a light switch, the lights will automatically come on after i fully enter the bathroom.",energy
1174,"The movement is detected by the lights, Person enters a room, Lights turn on",safety
1175,"Smart home detects movie starting, Family sits down to watch a movie, lights dim very low for maximum viewing of movie",entertainment
1176,"The lights detect movement outside, You take the dog out to go to the bathroom, Outside lights turn on",safety
1177,"Lights should come on, I am coming into the kitchen, I walk into the dark kitchen and the lights come on",energy
1178,"The room is dim, since it is cloudy and raining outside., 

A person walks into a room during the day time., The desired lighting should  come on.",health
1179,"I am out of the room and the smart sensor senses the room is not occupied, I have been working in my study and leave for the living room to watch media., The lights are shut off and energy is now being saved.",energy
1180,"I walk into a dark room, It is late at night , I walk into a dark bathroom in the middle of the night lights come on dimly as a night light",energy
1181,"movement is detected in the kitchen, you go to get a midnight snack, Lights turn on so you can see without fumbling around looking for the light switch",energy
1182,"The room is almost dark, since it is dusk outside., A person walks into  a room., The  lights should turn on.",energy
1183,"The room is dark and nothing happens., No one enters the room., The room stays dark.",energy
1184,"It is dark and night time.  A very loud radio has been left on outside.  No people or pets are outside., There is no movement outside, but there is sound., Nothing happens - no lights turn on.",safety
1185,"It was night when I left the room and the lights are currently off, but if motion or noise is detected the light should  come on., I send my dog to get my slippers from my office and he runs into my darkened office., As my dog runs into my office the system detects the motion and noise and the lights come on making my slipper obvious to my dog.",energy
1186,"Two adults are in the room, sitting with little movement, they are talking at a quiet-normal volume., Two friends sit in the room and talk., The lights remain on.",energy
1187,"Lights should not be over sensitive to non animal or human caused movement., Wind or simulated wind moves tree or other object in outside., lights do not turn on.",safety
1188,"Were having a party for my newly installed smart lights. , I have 20 people in my living room, were all dressed in red, and were all currently playing a fun game of limbo., the smart light should brighten up to the maximum brightness level for us to be able to see well enough, and the lights also should turn a a complimentary color of the color that is in the room the most. In this case the most used color is red,and so the lights turned green.",safety
1189,"Two people enter the room, side by side.  , Two people enter the room together., The lights turn on.",safety
1190,"Lights should provide security through out the outdoor perimeter. , There should be no significant blind spots for the sensors and lights, lights should activate.",safety
1191,"Two adults are in the room, sitting with no movement.  They are completely silent., Two friends sit in the room and do not talk., The lights fade off.",safety
1192,"Family goes to sleep. There is no movement in the house., It is time for bed and the family leaves the family den. , Since the house is quiet and everyone is sleeping, the lights fade off in the living room.",safety
1193,"Man is looking in window to see if anyone is home. ., Man is trying to sneak in house to steal items at night., Lights come on. Intruder leaves since he is afraid someone saw him. ",safety
1194,"A teenager is sneaking home after curfew, smart home turns on lights when there is movement, Teenager comes close to house lights come on. Teenager is busted.",safety
1195,"Lights should should turn on quickly without delay or perhaps be predicted by movement in the adjacent room or hall and turn on in advance. It is dark., Person walks into the room., Lights are on when a person enters the room or are already on in advance. Their should be no significant delay of viability.",energy
1196,"Kids will not wake up on a weekday morning when trying to get ready for school., It's a weekday morning and a mother is trying to get her kids to wake up., Smart Home recognizes that the kids need to wake up so lights in the children's bedroom get incredibly bright so that it wakes up the kids. ",entertainment
1198,"It is day time and light out.  The UPS man carries a box to the door and leaves it nearby.  , The UPS man drops off a package during the day., The predetermined light stays off.",health
1199,"The house is in Northern Alaska and it is winter time.  The clock reads 1pm, but it is still dark out., A child is playing in the yard.  It is daytime, but it is dark outside., The predetermined light comes on.",energy
1200,"It is 1pm and light outside.  An intruder sneaks up to the house, breaks a window, and enters the home., A robber breaks into the house during daylight., The predetermined light does not come on.",safety
1201,"It is 1:02pm.  A robber enters the room from a broken window., A robber enters the room., The lights turn on.",safety
1202,"It's dark in the kitchen, and Mother provides the movement that triggers the light., My elderly mother pretends to sleepwalk at 2 AM, goes into the kitchen and eats the last slice of chocolate cake., Light goes on, so mother can see where the chocolate cake is.",energy
1203,"It is 1:03pm.  A robber is in the room and is rummaging through, looking for items to steal., Someone robs the room., The smart home goes into ROBBING"" lighting.  Perhaps strobe lighting?  Maybe the robber will go into seizure mode.  Then sue you later?""",safety
1204,"Husband makes romantic dinner, sets home to romance, Smart home optimizes lighting based on activity to enhance users experience, Husband lights candles, lights go dim as it recognizes romance setting",entertainment
1205,"It is 2:12pm.  A robber exits the room through a broken window.  The room is left ransacked, but quiet and motionless., A robber exits the room via broken window., The light dims to off after predetermined time.",energy
1206,"If no sound or movement for 10 minutes, the lights in that room go off. Dalai Lama is in a deep trance., Dalai Lama is meditating for 24 hours straight, no sound, no movement. His pulse is down to one beat per minute. Respiration once per HOUR. All is quiet. The Smart Temple cannot detect his presence., After 10 minutes, lights go off.",health
1207,"The baby is in the nursery crying, smart home should turn lights on for convience and safety, Smart home turns lights on in parents room in response to baby's cry",safety
1208,"It is daytime and person moves around the outside of the home., Movement of person outside, Lights should not turn on saving electricity.",energy
1209,"A dog is not a person. The room is dark., A dog walks into the room., The lights should not turn on.",energy
1210,"It is dark outside., There is movement when a dog walks by., The lights should come on automatically.",energy
1211,"Garage lights are configured to switch on or off depending on movement & noise., When a person drives car out of garage., After some time of inactivity within garage, lights turn off.",safety
1212,"I run to go check it out., A fire has just started in my kitchen., The lights should turn up to the brightest settings, and it will change to a bright red color so that when/if the smoke fills the entire room, it will be easier to see the red color through the smoke.",safety
1213,"Closet lights are configured to come on or off based on movement & sound., Person opens a dark walk-in closet & walks in., Closet lights come on.",energy
1214,"The garden lights are configured to detect movement., A hungry deer attracted by flowers & plants walks into the garden., The garden lights turn on, scaring away the deer.",energy
1215,"A voice recognizer is configured to pick up the command & control the lights accordingly., A person wants to read a book & speaks some commands to brighten the room., The light becomes brighter color suitable for reading.",entertainment
1216,"The kids are playing catch with a softball, and one of the kids accidentally threw the softball right onto my front porch., There are kids playing outside at midnight, across the street from my house., My smart lights should automatically brighten up to a white light and turn on due to the movement outside.",safety
1217,"I am in the room, the room should recognize there is movement and noise., I walk into the room., The lights should be on in the room.",energy
1218,"It is night and the lights in the room are off, it is authorized to turn on when someone walks in., I walk into the room., The lights turn on.",energy
1219,"An alarm clock comes on at 5:30am.  It is time for the resident to wake up., It's time to wake up!, The lights begin to turn on.",health
1220,"It is dark, and my friend creates movement outside my home., My friend is outside my home without me knowing. , The lights should turn on.",safety
1221,"A lone baby crawls into a dark room.  The baby is about 8 months old and very small., A baby crawls into a dark room., Since the baby is crawling and not walking, the light does not turn on.",safety
1222,"It is night and the smart home should adjust lights dimmer so I can watch television., I am watching television. , The smart home dims the lights.",entertainment
1223,"A 6'6 300 lb. man rolls into a dark room."", A large adult rolls into a room., I really don't know at this point.  The lights should turn on for safety.  But he is definitely not walking.",safety
1224,"It is night and no one is in the room when I leave. , I leave the room after watching television. I also turn the television off when I leave. , Th lights should automatically fade off.",energy
1225,"The dog is not a person and therefore the smart home should not turn the lights on. , A dog walks into the dark room. , The lights are not turned on in the room.",energy
1226,"The coyote is a potential intruder trying to get in the property. , A coyote is outside of my home prowling in the bushes. , The lights should turn on.",safety
1227,"The smart home should recognize I am reading, it should adjust the lights to be brighter. , I am reading a book in the room., The smart home should adjust the lights in the room.",energy
1228,"A person who can not see is walking around the room., A blind person is walking around the room., The lights stay on.",energy
1229,"My toddler has left, so there is no movement or noise in the room. , My toddler leaves the room after playing in it for a while. , The lights should automatically fade off in the room.",safety
1230,"An adult exits the room.  They are gone (room is quiet and motionless) for 1 second less than the preconfigured time before reentering., Someone exits a room and reenters. , The lights stay on.  No change.",energy
1231,"Someone is in the room, it is a person so the smart home should turn on the lights. , My toddler walks into the room at night looking for their toy. , The lights are turned on in the room. ",safety
1232,"The smart home should recognize the unauthorized movement outside the home., A peeping Tom is outside my home trying to look in a bedroom window. , The lights should turn on. ",safety
1233,"The smart home should recognize that I do not require much light at all., I am listening to the radio in the room. , The smart home adjusts the lights to dim to a suitable level. ",health
1234,"There is no movement in the room. It is night and I am in a deep sleep. , I fall asleep in the room while reading a book. , The lights should turn off. ",safety
1235,"A fly is not a person, it is flying around in the room., A fly get into the room. , The lights should not turn on.",energy
1236,"I am looking for my keys outside with a flashlight, it is dark., I walk outside my house looking for my phone after my toddler throws it outside. , The lights should not turn on, I am not an intruder around my own home. ",safety
1237,"The owner will have it set to go off if there is no movement., The room is empty for a period of time., The lights will go out after a warning sound that will let someone close by know.",safety
1238,"The room should see that I have changed activities in that time frame., I am watching television, when the show is over I get up and read a book. , The lights should adjust and become brighter so I can read. ",entertainment
1239,"The sensor knows when someone is nearby, When the person nears the sensor the lights will come on., The lights will come on once someone has gotten close enough.",safety
1240,"When someone who isn't the homeowner gets close a warning alert and lights go on., A sensor would be outside of the home that causes the lights to come one when movement is detected., The sensor should know when it is someone not authorized.",safety
1241,"The lights comeone or off by speaking. , The lighting can be voice activated to do commands that have been programmed into the system., When the homeowner speaks and tells the lighting system what to do it causes the lights to dim, turn off or on.",entertainment
1242,"It is the evening, and the sun has gone down, there is no one in the room. , There has been no movement or noise in the room for 25 minutes., The lights should fade off because there is no movement in the room.",health
1243,"It is night and there is movement in the room. , Someone in home walks into the room because of sleepwalking. , The lights should turn on. Hopefully wakes the person up.",safety
1244,"It is dark out and no one is home. , Someone gets into the backyard of the home looking to steal lawn equipment. , The lights nearest to the backyard should turn on.",energy
1245,"It is night and the room was set to high brightness when eating, and low brightness when everything is off and no one is eating. , My partner and I are sitting in the room after a romantic dinner and kissing and cuddling on the couch., The lights should dim knowing the preference. ",energy
1246,"It is night and no one is in the room, only the thunder is making an audible noise outside, not inside the room., A loud thunder storm is raging outside. , The lights do not turn on.",safety
1247,"The ball is not a person, it creates movement in the room though. , A ball rolls into the room after a fan blows it in., The lights should not turn on.",safety
1248,"It is night time and no movement is present outside the home. , There is no movement outside the home. , The lights should not turn on.",safety
1249,"It is night and the room is set to bright when there is movement around most of it., A family member is vacuuming the room. , The light get brighter. ",energy
1250,"It is evening and I am in the room sleeping., There is no noise in the or movement in the room for 15 minutes while I am napping. I start to snore., The lights should not turn on because of snoring. ",energy
1251,"The person was in the room, the lights turned on, they left for less than 5 minutes., A person walks into the room, but walks out to get their phone from a different part of the home., The lights should turn on and stay on because not enough time has elapsed. ",energy
1252,"It is a windy night and the plants are moving. , A tree/plants near the home is blowing in the wind causing movement on the property. , The lights do not turn on because the tree/plants are not intruders to the home.",energy
1253,"It is night and the setting to TV viewing is low lighting. , I am talking to a friend in the room while watching a movie. , The lights stay at TV viewing levels even with the talking. ",entertainment
1254,"I am walking in the room with a great range of movement. , I walk around the room in order to stretch a bit while watching a movie., The room overrides the set brightness for watching television, and instead sets the walking or moving brightness level.",entertainment
1255,"It is nighttime and people are in the room making noise. , There are several people in the room talking. , The lights should stay on.",safety
1256,"The family is playing a game and not actually watching TV., A family is in the living room and the TV is on., The lights should optimize for gaming and not TV watching.",entertainment
1257,"It is night time and the animal is low to the ground., An animal is walking outside of the house., The lights should not come on.",safety
1258,"People are taking in room, So the light will be on, Talking voice in room, The light should turn on",energy
1259,"The light will be turn on, to protect from thief., If there is novice at night outside, The light should turn on",energy
1260,"Plastic finger is press main power off button because it is autorized, When there is no noise in my home more than one hour Plastic finger is placed near to switch box, So the main power is shut down and no power available.",energy
1261,"So when the foot print touch into the ground sensor automatically enable, When a man enter into the dark room there was sensor placed in the room, and the power button is enable and the lights are on.",energy
1262,"Sensor is automatically on the switch, The sensor is placed outside the home. So when foot print touch the ground the sensor is enable, So the power button is on and lights are on",safety
1263,"Sensor is placed near the dim lights, When the television is switched on, So dim lights are enable and power on",energy
1264,"It's the middle of the night, A person walks into the bathroom, The lights dim on to provide just enough light to see what they are doing",energy
1265,"It is the middle of the night and another person is still asleep, A person wakes up and gets out of bed, Lights on the ground turn on to allow the person who woke up to walk without tripping but the overhead lights stay off allowing another person to sleep",health
1266,"There is no movement or noise in the room because I am sleeping, I fall asleep in the living room reading a book, The lights fade off",safety
1267,"There is movement in the bathroom , I wake in the middle of the night to use the bathroom, The lights come on",energy
1268,"There is movement outside; it is night, There is a bang outside the house in the front yard, The lights come on",safety
1269,"It is set to have optimal brightness when the stove is on so I can see., I am cooking in the kicthen., The lights turn up at bright as possible.",safety
1270,"The timers count the amount of set time no motion has been sensed, There are motion detectors and timers, After a set time, the lights shut off",energy
1271,"The cameras sense motion by people, There are motion cameras, The lights turn on.",safety
1272,"Person walks by and the tv detects the person, Motion sensor is placed on tv, TV turns on",entertainment
1273,"Even though there is movement in the room, I do not want the cat to be able to trigger the lights coming on and off all night long.  My cat is very small but likely scampers about the room., My cats wander throughout the house during the night., Lights should not come on.",safety
1274,"There is no movement in the room for whatever the preset amount of time is because the food is baking.  As a safety feature, the lights should be able to sense that the oven is in use and therefore should not dim or go out because it can serve as a reminder that the oven is in use., I am baking or cooking in the kitchen.  While food is in the oven and the oven is on, I leave the room., The lights should not dim.",health
1275,"There is movement when I stand to get out of bed., I am sleeping and suddenly wake up and need to go to the bathroom or get a glass of water., The lights should come on.",health
1276,"In addition to movement in the room, sensors determine how much natural light is available both outside and inside (windows, open doors, how much light is getting in from outside)., Outside and inside light measured to determine optimal lighting., Light is adjusted based on both activity in the room and incidental light sources availability, adjusted to encourage allowing outside light into the room and thereby saving electricity.",energy
1277,"A person reaches for a remote control or a phone, but does not stand up or move their entire body., There is movement in the room, but only slight movement., System senses the slight movement and illuminates only the area where the movement occurs, using as little electricity as possible to allow the person to finish the task. The lights face in a matter of seconds, once movement has ceased.",health
1278,"A person walks into the dark house and makes their way through to a destination room., One person walks through the dark house at night., Lights turn on at a relatively low percentage as the person walks through rooms and corridors and shut off immediately when the person enters a new room, lighting the persons current room only. Once the person stops or moves around in one room for a specified amount of time, they are given full, 100% illumination for the remainder of the time they are in that room.
'",energy
1279,"It's dark outside, An animal walks up to the back door of the house, The lights on the back of the house turn on, the front lights remain off",safety
1280,"It's 8PM and it's dark outside, The UPS man walks up to the front door, The lights in the front of the house turn on, when he leaves and there is no movement for 1 minute they turn back off again",safety
1283,"Sensors should identify that someone is in the room even if there are not constantly moving., Stand still in a room with sensors for different periods of times., As long as the person is doing any normal activity lights should not dim. Exceptions are expected for people sleeping or taking a nap.",safety
1284,"Sensors should identify familiar shapes and objects and ignore or dim lights to a desired intensity., Introduce pets of different sizes to an otherwise empty room., When pets enter the room the lights only turn up slightly or not at all. Unrecognized animals or small objects should turn the light or alert the users.",safety
1285,"The room is empty and silent, so the room should remain dark. , The room being tested is made empty of people, pets and anything that generates noise (computer fans, HVAC, etc.) for 24 hours., Because the room is empty of people and pets and is silent, it remains dark.",energy
1286,"If sounds are played back through the loudspeaker, the lights should come on, even with no people or pets present., A loudspeaker is placed in the room before the smart home system is activated., The loudspeaker plays back a Lil B song, and the lights come on.",safety
1287,"Because there is movement (and the sound of shuffling feet), the lights should turn on in the room., A person opens the door to the previously empty and silent room., The lights turn on in the room.",safety
1288,"Because the person has left the room and it is now silent, the lights should automatically fade off., A person leaves a room and closes the door so no sound can enter the room., The lights automatically fade off.",safety
1289,"Because the sound stops, the smart home should automatically fade off the lights in the room., A stereo is playing music in the room with no one in the room, and then suddenly stops at the end of the vinyl record., The smart home fades off the lights in the room.",entertainment
1290,"Every time the child darts in, the lights should automatically turn on. Every time he runs out, the lights should automatically turn off., A child darts in and out of the room repeatedly., The lights turn on and off as the child enters and exits the room.",safety
1291,"If the person gets beyond the window and into the volume of the room, the lights should turn on., Someone opens the window to the room from the outside and gets inside the room., The lights turn on automatically.",safety
1292,"Because a person is entering the room, the lights should still turn on, regardless of the lack of heat signature or CO2 change., A person wearing a wetsuit and mask that remove his heat signature and CO2 emissions enters the room., The lights automatically come on in the room.",energy
1293,"Because the boundary is crossed by the dog, the lights should automatically come on., A dog runs into and out of the boundaries set by the smart home system to turn the lights on or off., The lights turn on and off as the dog crosses and then exits the smart home boundary.",energy
1294,"Because the smart home should only turn on the lights at night, nothing should happen., A person repeatedly crosses the smart home sensor boundaries in the daytime., The lights do not turn on.",energy
1295,"Light intensity preset for each area should be recognized for specific activities., Perform a set of routinary activities on specific monitored areas., When cooking in the kitchen lights should be at full intensity, but when doing some other routinary activities (cleaning, coffee, etc) light can be dimmed down.",energy
1296,"The lights should not turn on, as the person is perfectly still., A person is standing perfectly still inside of the smart home boundary at night. He was placed there before the system was activated., The lights do not turn on.",safety
1297,"Because there is movement outside of the house but inside of the smart home boundary, the lights should turn on., A person exits the smart home at night and goes into the yard., The lights turn on (teenager busted!).",safety
1298,"No more movement is detected in the bathroom due to me no longer being in there, I just took a shower and left the bathroom light on when exiting the bathroom, After a period of time, the bathroom lights cut off",energy
1299,"It is night time and there was movement near the home, A cat walks across the back porch of my home in the middle of the night, The back porch light cuts on",health
1300,"It's hard to see in the hallway at night; the lights are set to medium lighting, I am walking down the dark hallway towards the bathroom, The hallway lights cut on at a medium setting.so as to not be too dark or too bright.",energy
